"IPFPNSS","IPMAT","IPDMAT","IPMANSICS","UNRATE","CES1021000001","AWOTMAN","CES0600000008","CES3000000008","CIVPART","LNS11300036","FEDFUNDS"
-0.00342716229542139,-0.0165479858918034,-0.032089023272099,-0.0123697300714101,0.6,-0.00246359084097492,-0.0999999999999996,-2.01091929180608e-05,-0.00468384931242649,-0.600000000000001,-0.5,-0.13
0.00228607941527592,-0.023637095078672,-0.036530298625423,-0.00794963070677213,-0.2,0.005354183979561,-0.4,-0.0089485607898423,0,1,1.2,0.0800000000000001
0.00569243810217612,-0.00915363952955373,-0.0136167064281976,-0.00571532506212513,-0.1,-0.0102996486045157,0.3,0.0089485607898423,0,0,0,-0.0699999999999998
-0.0114134646576014,-0.0162232977908401,-0.0325287171806821,-0.0115341324011151,0.300000000000001,-0.00555638218535748,-0.2,-0.00447428039492115,0,0.200000000000003,-0.5,-0.53
-0.00575796920674154,0.0011675759772185,0.00589001901308395,-0.00232469902954069,0.0999999999999996,-0.0281038494686401,0,0.00445435034938024,0,-0.200000000000003,0,-0.0899999999999999
-0.00231250304491582,-0.00467850566240591,-0.00589001901308395,-0.00466109792855729,0.0999999999999996,0.0292761825454635,0,-1.97532815146007e-05,0.00466201310581127,0,-0.400000000000006,-0.25
-0.00813613506321831,-0.01654932207544,-0.0130699432219656,-0.0105710591181039,-0.0999999999999996,-0.00661232296825176,-0.1,-0.00443459706786564,-2.16335493089526e-05,0.200000000000003,0.0999999999999943,-0.38
0.00581827195040185,-0.00358219856105757,-0.012034118635659,-0.00117994659972176,0.6,-0.00162301769305362,0.1,0.00441501820911694,-0.00464037955650232,-0.300000000000004,-0.599999999999994,-0.13
-0.0104973867292704,-0.0266690420807723,-0.0432934875895294,-0.0190945848105266,0,-0.0162266306904888,-0.3,-0.00883003641823388,-0.00464037955650232,0.399999999999999,1.09999999999999,-0.0300000000000002
-0.0141660172561227,-0.0273998133540001,-0.0479056689980166,-0.0170103857876742,0.5,-0.0125350882431743,-0.1,0.00441501820911694,0.00928075911300463,-0.0999999999999943,-0.199999999999989,-0.46
-0.00118995558964308,0.0087998259719062,0.0118595859543969,0.00122330042479613,0,-0.00854706057845878,0.1,0.00441501820911694,-0.00464037955650232,-0.100000000000001,1.3,-0.53
0.00118995558964308,-0.00753795699744852,-0.0158472988556113,-0.00490702408911936,0.300000000000001,-0.00939407847800844,0,-1.94067360789196e-05,0,0,0.200000000000003,1.09
0.00474158865231677,0.00878877737050354,0.001327954550153,0.00735392729743722,0,-0.00263382288751224,0,-0.00439561147303802,0,0.100000000000001,-0.600000000000009,-0.52
0.0152699091075239,0.0295596975416217,0.0454973553180706,0.0229307121733981,0.0999999999999996,-0.00778698842153869,0.1,0.00437637459979889,0.00921665510492398,-0.400000000000006,-0.299999999999997,-0.53
0.00696976933836879,0.029889535180128,0.0459422708790131,0.0153945169308218,0.0999999999999996,0.00015633549629257,0,-1.90692308432716e-05,-0.00463998807751231,0.100000000000001,-1.2,0.49
0.010360416882953,0.0151965211721343,0.0239742455452614,0.015161114359536,-0.199999999999999,0.0042118461764602,0.0999999999999996,-1.89037703572925e-05,-2.08504915507612e-05,0.300000000000004,-1.2,-0.25
0.00798762176296774,0.013825496676243,0.0245832154777497,0.0126542625183776,0.0999999999999996,0.00015565413682328,0.2,-0.00433840159859833,-2.06613704697434e-05,-0.400000000000006,0.699999999999996,-0.56
0.00679611584079609,0.019264588640989,0.020592981399723,0.0136184160948232,-0.4,0.00310800560986646,0,0.00431966114451632,-2.04748108644237e-05,0,0.900000000000006,0.83
-0.00226024391867163,0.00224221521789403,0.0134942067842974,-0.00792263324078801,0.1,0.00356230532370994,0.1,-0.00431966114451632,-0.0135645158744446,-0.299999999999997,1.7,-0.12
0.0168247264787902,0.017758998006447,0.00557501817803363,0.0202464160799001,-0.2,-0.00729307290294923,0.1,0.00858374369139148,0.022594060627675,0.100000000000001,-1.30000000000001,0.38
0.0165501452719692,0.0131152945548649,0.0198000782298387,0.0176613907986898,-0.4,0.00077839188175588,0.0999999999999996,-0.00431934490493391,-0.0135442251077571,0,0.200000000000003,0.35
0.00654033018773559,0.0140123855110996,0.0162119084010759,0.0130453662907546,-0.0999999999999996,-0.00593103034090081,0,-0.00426439878645757,0.00447428039492115,-0.300000000000004,-0.200000000000003,-0.28
-0.00873507551459074,-0.00751868338418538,-0.00107019373338302,-0.0141387710258618,-0.2,-0.000156555773314082,0,0.00424629088145112,-1.99300455409057e-05,0,-0.399999999999991,-0.18
0.0130741658234035,0.0160521314198112,0.0117315023744613,0.017373694093032,-0.3,-0.00141010599158609,0,-0.00424629088145112,-1.97532815146007e-05,0.200000000000003,-1,0.22
0.00754839663688989,0.00105668952947324,0.00211431983109822,0.00857286049750394,0.0999999999999996,-0.00361266394644844,0,0.00422833610952111,-0.00443459706786564,-0.100000000000001,-0.300000000000004,0.48
0.00748812973914914,-0.00106104035384558,-0.00105660112210959,0.00106959031521914,0,-0.00473187002783337,0,-1.78035731775994e-05,0,-0.199999999999996,0.600000000000001,-0.0700000000000003
0.00531718068147757,-0.0138925502380709,-0.0203351400095415,-0.00213614108688942,-0.0999999999999996,-0.00174064447778388,0,-0.00421053253634351,0.00441501820911694,0.199999999999996,0.400000000000006,-0.42
0.00106005184604285,-0.00323458992424719,-0.0108624350247526,-0.00214071395566862,0,-0.010668041624367,0,0,-0.00883003641823388,-0.100000000000001,0.199999999999989,0.32
0.00949023661621817,0.00859804295106459,0.0108624350247526,0.00959109852670226,-0.0999999999999996,-0.0114305357889579,0,0.004192878260036,0.00883003641823388,-0.299999999999997,0.400000000000006,0.0299999999999998
0,0.00213910388273986,0.00646718611076214,0.00212030195180146,0.3,0.00870552007688641,-0.0999999999999996,-1.7506849555482e-05,-1.94067360789196e-05,0.5,0.700000000000003,0.22
0.00627715500103943,0.00851529102899118,0.00856080751376886,0.0073796806142723,-0.1,-0.00482704074831553,0.0999999999999996,-0.00417537141048052,-0.00439561147303802,0,-0.600000000000009,-0.0300000000000002
-0.00313365217424266,-4.34160626383573e-06,0.00319058901346603,-0.00210469597712137,-0.199999999999999,-0.00387847932857088,-0.0999999999999996,0,0.00437637459979889,-0.299999999999997,0.700000000000003,0
0.00625389271462229,0.00843912403499036,0.00740293892124866,0.00838824658439563,0.3,-0.0109077190548454,0.0999999999999996,0.00415801014866379,-0.00437637459979889,-0.200000000000003,-0.299999999999997,0.04
0.00103912664789307,-0.00526610071782896,-0.00528638154970418,0.00104206903022419,-0.2,-0.00574572704407306,0,-0.00415801014866379,0,-0.100000000000001,-0.700000000000003,-0.00999999999999979
0.0103323068292203,0.00421509678319598,0.00422698255065512,0.00623783064090055,0.2,-0.00263765401851135,-0.0999999999999996,0.0041407926660314,0.00435730536895562,0.200000000000003,0,-0.0100000000000002
0.00818611014307624,0.0146144764582008,0.011541879456598,0.00825435390112395,0.2,-0.00033019646989807,0.0999999999999996,-1.70754821693375e-05,-1.89037703572925e-05,0,0.400000000000006,0.0800000000000001
0,0.0144039663384699,0.0124313800705544,0.0061483580728714,-0.2,0.00197954535113798,0,-1.69352312087145e-05,-1.87404540820113e-05,0,-0.400000000000006,-0.02
0.0111524203232327,0.00915132216356485,0.0213950527606204,0.013191843879055,0,0.00640659275471211,-0.2,-0.00410678195265335,-0.00431966114451632,0.199999999999996,0.100000000000008,-0.0800000000000001
0.0040247851745554,0.023013181875414,0.0307703972135469,0.00902891869715683,0.2,0.00228982762793528,0.2,0.00408998525152526,0.00430108189939071,0,-0.700000000000003,0.1
0.00200633425568952,0.00394878428669898,0.00195586266465009,0.00299291458005202,-0.300000000000001,0.00277347432861141,0.1,-1.66598638895454e-05,-1.84201073899493e-05,-0.299999999999997,0.200000000000003,-0.00999999999999979
-3.49185786063799e-06,-0.00990135223006616,-0.0167241565045435,-0.00399124099822901,0,-0.000977995187976255,0,-1.65246920212914e-05,-1.82630055431954e-05,0.200000000000003,0.799999999999997,0.0299999999999998
